dcode,dname,extracted,ingd_code,merged_contents,권장,주의,권장영양소,권장식재료,주의영양소,주의식재료
A11AOOOOO3083,디카보정,,,,,,,,,
2017060700001,디카본100정,,,,,,,,,
2017060700002,디카본300정,,,,,,,,,
2017060700003,디카본500정,,,,,,,,,
2013020700002,디카엠정,,,,,,,,,
2019053100154,디카졸정150mg,,,,,,,,,
A11AOOOOO4379,디카졸캡슐,,,,,,,,,
2021120200004,디카킴디정,,,,,,,,,
2021120200002,디카킴맥스정,,,,,,,,,
2021120200003,디카킴플러스정,,,,,,,,,
2017072400010,디카테오400정,,,,,,,,,
2021010400004,디카테오엘씨정,,,,,,,,,
2012060800004,디카테오정,,,,,,,,,
A11AKP08L0208,디카틴정,디카틴정,I006336,고단백 주의,,단백질 ,,,단백질,
A11AOOOOO6976,디캡나노연질캡슐3mg(수출용),,,,,,,,,
2009090700291,디코콜시럽,,,,,,,,,
2009091800175,디코콜펜정,,,,,,,,,
2022022400018,디큐펜맥스연질캡슐,,,,,,,,,
2023100400004,디클로하이카타플라스마,,,,,,,,,
2020103000005,디투인비정,,,,,,,,,
2017062000001,디투인정,,,,,,,,,
A11ABBBBB0027,디티아이주,,,,,,,,,
A11ABBBBB0026,디티아이주200mg,,,,,,,,,
A11A1090A0122,디펜롱액,,,,,,,,,
2018062500005,디펜에이스연질캡슐,,,,,,,,,
A11AOOOOO3593,딜라돌정25mg,,,,,,,,,
2018080100010,딜라베딜정,,,,,,,,,
2019101100007,딜라젠정12.5mg,,,,,,,,,
2019061800025,딜라젠정25mg,,,,,,,,,
2019073000029,딜라텐정12.5mg,,,,,,,,,
2019082200023,딜라텐정25mg,,,,,,,,,
2020041700011,딜라트렌에스알정16mg,,,,,,,,,
2022062900002,딜라트렌에스알정32mg,,,,,,,,,
2022062900001,딜라트렌에스알정64mg,,,,,,,,,
2020041700010,딜라트렌에스알정8mg,,,,,,,,,
2012092600003,딜라트렌에스알캡슐16mg,,,,,,,,,
2012092600004,딜라트렌에스알캡슐32mg,,,,,,,,,
2010030200010,딜라트렌에스알캡슐64mg,,,,,,,,,
2012092600002,딜라트렌에스알캡슐8mg,,,,,,,,,
A11A0120A0673,딜라트렌정12.5mg,,,,,,,,,
A11A0120A0617,딜라트렌정25mg,,,,,,,,,
2011063000003,딜라트렌정3.125mg,,,,,,,,,
A11AFFFFF0128,딜라트렌정6.25mg,,,,,,,,,
2016070400015,딜라트롤정,,,,,,,,,
2014032800016,라니린에스정,,,,,,,,,
2014041800004,라니스카정150mg,,,,,,,,,
2011102600032,라라카캡슐150mg,,,,,,,,,
2011102600035,라라카캡슐75mg,,,,,,,,,
2016120600004,라미핀쿨크림,,,,,,,,,
2022072900005,라베비카정20/800mg,,,,,,,,,
2023011900007,라세카캡슐100mg,,,,,,,,,
2018041600013,라스타카프트점안액0.25%(3mL),,,,,,,,,
2012070200009,라스타카프트점안액0.25%(5mL),,,,,,,,,
2019100400013,라이트몬테루카스트츄정4mg,,,,,,,,,
2019091900003,라이트몬테카스트정10mg,,,,,,,,,
2019112800007,라이트엔테카비르정0.5mg,,,,,,,,,
2019112800006,라이트엔테카비르정1mg,,,,,,,,,
2020032300009,라이트카민정,,,,,,,,,
2019010300020,라이트프레쉬점안액0.5%(1회용),,,,,,,,,
2022052600003,라이트프레쉬점안액1%(1회용),,,,,,,,,
2018020500007,락스타캡슐,,,,,,,,,
2023101900004,락콜드액,,,,,,,,,
A11AKP08G0737,란투스주카트리지,,,,,,,,,
2019102900051,람노스과립(100g),,,,,,,,,
A11AOOOOO9524,람노스과립(1g),,,,,,,,,
2019070100018,람노스산(100g/통),,,,,,,,,
2019040500076,람노스산(1g/포),,,,,,,,,
A11AOOOOO4808,람노스캡슐,,,,,,,,,
2017021500003,람노스캡슐500mg,,,,,,,,,
2023040300009,래반포르테주입크림,,,,,,,,,
heuc5nhe6bk47,래피콜에이캡슐,래피콜에이캡슐,I002817,비타민 C 주의,,비타민C ,,,비타민C,
2016121400004,레녹스카타플라스마,,,,,,,,,
2009091800216,레논비타연질캡슐,,,,,,,,,
2018080700005,레니디핀정,,,,,,,,,
A11AOOOOO9114,레니디핀정,,,,,,,,,
A11AOOOOO7416,레니딥정,,,,,,,,,
A11AOOOOO9117,레니핀정,,,,,,,,,
A11AKP08G0417,레도핀정,,,,,,,,,
2013080800001,레디핀엠정,,,,,,,,,
A11AOOOOO9258,레르카닌정(수출용),,,,,,,,,
A11AOOOOO9112,레르카핀정(수출용),,,,,,,,,
2016052400008,레르칼정,,,,,,,,,
2017042800001,레리카캡슐150mg,,,,,,,,,
2017042800002,레리카캡슐75mg,,,,,,,,,
2015050100049,레바스카정,,,,,,,,,
2013072900010,레바캄정10/160mg,,,,,,,,,
2013072600012,레바캄정10/80mg,,,,,,,,,
2013072600013,레바캄정20/160mg,,,,,,,,,
2009112700013,레반에이치주입연고,,,,,,,,,
2023082400003,레보루카정,,,,,,,,,
2023083100001,레보몬정,,,,,,,,,
2023083100003,레보몽정,,,,,,,,,
A11AMMMMM2251,레보세틸정,,,,,,,,,
2017020800001,레보카민시럽,,,,,,,,,
2016051600013,레보카민정,,,,,,,,,
2023082400001,레보카스정,,,,,,,,,
2018070300039,레보카신점안액(0.3mL),,,,,,,,,
2020072800011,레보카신점안액(0.45mL),,,,,,,,,
2012101600012,레보카신점안액(5mL),,,,,,,,,
2020072800010,레보카신점안액(6mL),,,,,,,,,
A11A0300A0557,레보카신정,레보카신정,I001852,카페인 주의,,카페인 ,,,카페인,
2014122400012,레보카신정750mg,,,,,,,,,
A11AOOOOO5919,레보카신주(100mL/병),,,,,,,,,
2014080100049,레보카신주(150mL/병),,,,,,,,,
A11A0540A0333,레비셀정,,,,,,,,,
2010060700008,레비프멀티도즈카트리지132μg,,,,,,,,,
2010060700007,레비프멀티도즈카트리지66μg,,,,,,,,,
A11AKP08G4276,레스카인크림,,,,,,,,,
2011093000007,레스카펜정100mg,,,,,,,,,
A11AKP08F0841,레스톨캡슐,,,,,,,,,
2017041900006,레어스트정10mg,,,,,,,,,
2017041100003,레어스트츄정4mg,,,,,,,,,
2017041100002,레어스트츄정5mg,,,,,,,,,
A11A2070A0368,레오빌정,,,,,,,,,
2016053100022,레이카인크림,,,,,,,,,
A11AOOOOO7562,레자딥정,,,,,,,,,
A11AOOOOO9108,레카니딥정,,,,,,,,,
A11AOOOOO6075,레카니정,,,,,,,,,
A11AOOOOO9103,레카디핀정,,,,,,,,,
A11AOOOOO6558,레카딘정,,,,,,,,,
A11AOOOOO8527,레카딥정,,,,,,,,,
A11APPPPP0399,레카르딥정,,,,,,,,,
2016062100006,레카피딘정,,,,,,,,,
A11AOOOOO6549,레카핀정,,,,,,,,,
A11AOOOOO7537,레칼핀정10mg,,,,,,,,,
A11AOOOOO3721,레코비정,,,,,,,,,
2022031400004,레테브모캡슐40mg,,,,,,,,,
2022031400003,레테브모캡슐80mg,,,,,,,,,
A11A2340A0233,레포틸정,,,,,,,,,
2020021100007,레프리카캡슐150mg,,,,,,,,,
2020021100010,레프리카캡슐25mg,,,,,,,,,
2020021100009,레프리카캡슐50mg,,,,,,,,,
2020021100008,레프리카캡슐75mg,,,,,,,,,
2012122400009,레프린점안액(수출용),,,,,,,,,
A11AOOOOO8898,레핀정,,,,,,,,,
A11A1560A0132,렉산정125mg(수출용),,,,,,,,,
2015041700008,렉실정,,,,,,,,,
2014070200002,렐바100엘립타,,,,,,,,,
2014070200001,렐바200엘립타,,,,,,,,,
lxl2wjewttxla,로가큐텐연질캡슐,로가큐텐연질캡슐,I005713,지방 ,지방 ,,지방,,,
A11ALLLLL0080,로가톤골드연질캡슐,,,,,,,,,
2014100100003,로디비카정2.5/20mg,,,,,,,,,
2014100100002,로디비카정2.5/40mg,,,,,,,,,
2014120200017,로디비카정5/20mg,,,,,,,,,
2014100100001,로디비카정5/40mg,,,,,,,,,
2016012600008,로마릴네일라카,,,,,,,,,
2016062800027,로사카탄정100mg,,,,,,,,,
2016040400006,로세릴네일라카(3mL),,,,,,,,,
2016040400007,로세릴네일라카(5mL),,,,,,,,,
2009090700030,로세타캡슐,,,,,,,,,
2020092400007,로아펜에스연질캡슐,,,,,,,,,
2021111700003,로아펜에프연질캡슐,,,,,,,,,
2015072200010,로자스카정5/100mg,,,,,,,,,
2015062200009,로자스카정5/50mg,,,,,,,,,
A11AOOOOO9107,로카딘정,,,,,,,,,
2012070200010,로카론주,,,,,,,,,
2019022800006,로카민시럽(수출용),,,,,,,,,
2017012600016,로카브정120/20mg,,,,,,,,,
2017012600012,로카브정30/10mg,,,,,,,,,
2017012600013,로카브정30/5mg,,,,,,,,,
2017012600014,로카브정60/10mg,,,,,,,,,
2017012600015,로카브정60/5mg,,,,,,,,,
A11A0710A0232,로카시드정,로카시드정,I001401,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
A11AKP08L0110,로카인주사2mg/mL,,,,,,,,,
A11AKP08L0109,로카인주사7.5mg/mL,,,,,,,,,
A11AOOOOO8886,로카탄정,,,,,,,,,
2013102500001,로카탄정100mg,,,,,,,,,
2014030300018,로카탄플러스에프정,,,,,,,,,
2014010800002,로카탄플러스정,,,,,,,,,
2014020300033,로카탄플러스프로정,,,,,,,,,
2010081000003,로카핀주7.5mg/mL,,,,,,,,,
A11AKP07L0488,로키겔,,,,,,,,,
A11A0340A0238,로텐연질캡슐,,,,,,,,,
A11A0740A0380,로푸록스네일라카,,,,,,,,,
2017032900016,로피바인주사7.5mg/mL,,,,,,,,,
A11AKP08G1540,로피바주사2mg/mL,,,,,,,,,
A11AKP08G1535,로피바주사7.5mg/mL,,,,,,,,,
A11AKP08F1199,록소나카타플라스마,록소나카타플라스마,I001934,"카페인 주의 마늘, 생강은 과량 섭취에 주의",,"카페인,마늘, 생강",,,카페인,"마늘, 생강"
A11AKP08F1094,록소케어카타플라스마,록소케어카타플라스마,I001934,"카페인 주의 마늘, 생강은 과량 섭취에 주의",,"카페인,마늘, 생강",,,카페인,"마늘, 생강"
2015072700009,록소톱카타플라스마,,,,,,,,,
A11AKP08L0158,록펜텍카타플라스마,록펜텍카타플라스마,I001934,"카페인 주의 마늘, 생강은 과량 섭취에 주의",,"카페인,마늘, 생강",,,카페인,"마늘, 생강"
2016022900026,롤핀네일라카,,,,,,,,,
2020021900001,롱엠씨크림,,,,,,,,,
2016042900016,롱카인크림,,,,,,,,,
A11A0770B0059,롱크림(수출용),,,,,,,,,
A11AKP08F0453,롱크림5%(수출용),,,,,,,,,
2020051800033,루레카캡슐150mg,,,,,,,,,
2019111500018,루레카캡슐75mg,,,,,,,,,
2018060400003,루루카캡슐150mg,,,,,,,,,
2020011300007,루루카캡슐25mg,,,,,,,,,
2020011300008,루루카캡슐50mg,,,,,,,,,
2019031900028,루루카캡슐50mg,,,,,,,,,
2018062800014,루루카캡슐75mg,,,,,,,,,
2009071505749,루버스트정(수출용),,,,,,,,,
2022120200001,루브릭쿨점안액,,,,,,,,,
2016041800001,루비돌플러스캡슐,,,,,,,,,
2014100800004,루비로펜카타플라스마,,,,,,,,,
2014072100006,루이카정10mg,,,,,,,,,
2023082800001,루카레보정,,,,,,,,,
2014021900002,루카레어정10mg,,,,,,,,,
2013043000004,루카스정10mg,,,,,,,,,
2012122100005,루카스트정10mg,,,,,,,,,
2012122100007,루카스트츄정4mg,,,,,,,,,
2012122100008,루카스트츄정5mg,,,,,,,,,
A11AGGGGA3831,루카시놀주,,,,,,,,,
A11A1270A0258,루카신주사1.5g,,,,,,,,,
A11A1270A0257,루카신주사750mg,,,,,,,,,
2009100100021,루카트린정10mg,,,,,,,,,
2009112700006,루카트린츄정4mg,,,,,,,,,
2009112700004,루카트린츄정5mg,,,,,,,,,
A11AKP09F0054,루케마정10mg,,,,,,,,,
2009112700003,루케마츄정4mg,,,,,,,,,
A11AKP09F0055,루케마츄정5mg,,,,,,,,,
2016053100046,루키오세립4mg,,,,,,,,,
2016053100033,루키오정10mg,,,,,,,,,
2016053100032,루키오츄정4mg,,,,,,,,,
2016053100034,루키오츄정5mg,,,,,,,,,
2020022500016,룩스씨엠씨점안액(1회용)(0.5mL),,,,,,,,,
2017080100038,룩스씨엠씨점안액(1회용)(0.95mL),,,,,,,,,
2017062600004,류마스펜하이드로카타플라스마,,,,,,,,,
A11A3100A0084,르네신정,,,,,,,,,
A11AMMMMM1390,리그노스판스탠다드,,,,,,,,,
A11AMMMMM1391,리그노스판스페셜주,,,,,,,,,
A11A3060A0162,리나치올시럽(1000mL),,,,,,,,,
2018040200034,리나치올시럽(500mL),,,,,,,,,
A11A3060A0211,리나치올시럽5%(1000mL),,,,,,,,,
2018040200035,리나치올시럽5%(500mL),,,,,,,,,
A11A3060A0189,리나치올캡슐375mg,,,,,,,,,
A11A3060A0222,리나치올캡슐500mg,,,,,,,,,
A11AKP08F0563,리노텍트츄정,,,,,,,,,
2014080400008,리도나크림,,,,,,,,,
2015012700002,리도라임크림,,,,,,,,,
2014052600004,리도메인크림,,,,,,,,,
2016092000001,리도아겔,,,,,,,,,
2016062900022,리도아에프거즈,,,,,,,,,
2013072200027,리도엠크림9.6%,,,,,,,,,
A11AKP08G3739,리도제식카타플라스마,,,,,,,,,
2018042300001,리도카겔,,,,,,,,,
2017051800002,리도카글액2%,,,,,,,,,
2016050300002,리도카니크림10.56%(수출용),,,,,,,,,
2016092100002,리도카니크림9.6%,,,,,,,,,
A11AKP08L0245,리도칸크림,,,,,,,,,
A11AKP08K0294,리도케어카타플라스마,,,,,,,,,
2019050200112,리도케인크림,,,,,,,,,
2018020700001,리도킨겔9.6%,,,,,,,,,
2019072600034,리도킨연고5%,,,,,,,,,
2018020600001,리도킨크림9.6%,,,,,,,,,
2021091600003,리도프플러스크림(수출용),,,,,,,,,
A11AKP08K0263,리도플라스트플라스타,,,,,,,,,
2016030700007,리드카인10.56%크림(수출용),,,,,,,,,
2009071505363,리드캡코큐텐캡슐,,,,,,,,,
2021051200005,리드프로스트크림5%(수출용),,,,,,,,,
A11A0840B0014,리락스정250mg,,,,,,,,,
A11A1110A0097,리락신정(수출용),,,,,,,,,
2017082100002,리레카정150mg,,,,,,,,,
2017082100001,리레카정75mg,,,,,,,,,
2016012500005,리레카캡슐150mg,,,,,,,,,
2019073000024,리레카캡슐25mg,,,,,,,,,
2019073000025,리레카캡슐50mg,,,,,,,,,
2016012500004,리레카캡슐75mg,,,,,,,,,
A11AOOOOO8538,리리카캡슐150mg,,,,,,,,,
2018022700007,리리카캡슐25mg,,,,,,,,,
A11AOOOOO9637,리리카캡슐300mg,,,,,,,,,
2018022700008,리리카캡슐50mg,,,,,,,,,
A11AOOOOO8537,리리카캡슐75mg,,,,,,,,,
2013013000006,리바러스정0.5mg,,,,,,,,,
2013013000007,리바러스정1mg,,,,,,,,,
A11AOOOOO4323,리바텍정,,,,,,,,,
2016081000010,리버비셀정,,,,,,,,,
A11APPPPP0957,리버셀연질캡슐,,,,,,,,,
2019122300002,리버픽스정,,,,,,,,,
vzvy0tpgojolk,리버필캡슐400mg(수출용),,,,,,,,,
A11AMMMMM2691,리버힐정,,,,,,,,,
A11A1590A0155,리베카크림,,,,,,,,,
2015010200011,리비카정10/40mg,,,,,,,,,
2015010200012,리비카정5/20mg,,,,,,,,,
2015010200013,리비카정5/40mg,,,,,,,,,
A11AKP08G3276,리사빈주사액100mg,,,,,,,,,
A11AKP08G3277,리사빈주사액250mg,,,,,,,,,
A11AKP08G3278,리사빈주사액500mg,,,,,,,,,
2019052200080,리셀정,,,,,,,,,
A11AOOOOO9494,리스카겔,,,,,,,,,
2022031000001,리스카펜정,,,,,,,,,
2016050300001,리오칸에프크림10.56%(수출용),,,,,,,,,
2015062900012,리오칸크림,,,,,,,,,
2021101300015,리쥬셀10.56%크림(수출용),,,,,,,,,
2020091500002,리쥬셀크림,,,,,,,,,
2020111700003,리쥬셀플러스크림,,,,,,,,,
2011110100026,리카뉴로캡슐150mg,,,,,,,,,
2011110100025,리카뉴로캡슐75mg,,,,,,,,,
A11AKP07L0115,리카르로크림,,,,,,,,,
2009071504707,리카마이신건조시럽200(수출용),,,,,,,,,
A11AGGGGA4370,리카마크정,,,,,,,,,
2017082200014,리카발린캡슐150mg,,,,,,,,,
2017082400001,리카발린캡슐75mg,,,,,,,,,
2011102800002,리카발캡슐150mg,,,,,,,,,
2011102800007,리카발캡슐75mg,,,,,,,,,
2016030200008,리카스타캡슐150mg,,,,,,,,,
2016030200009,리카스타캡슐75mg,,,,,,,,,
A11A0930A0491,리카에이크림,,,,,,,,,
2014110600006,리카엔플러스크림,,,,,,,,,
2018100100010,리카엘크림,,,,,,,,,
A11AKP08G0283,리카타민연질캡슐,,,,,,,,,
2011110100011,리카프리캡슐150mg,,,,,,,,,
2011110100010,리카프리캡슐75mg,,,,,,,,,
2015072800020,리큐버정0.5mg,,,,,,,,,
2015072800022,리큐버정1mg,,,,,,,,,
A11ABBBBB2801,리타인주4%,,,,,,,,,
2012112000011,리포직이디오점안겔,,,,,,,,,
A11AOOOOO3874,리포직점안겔,,,,,,,,,
A11APPPPP0036,리프레쉬티어즈점안액0.5%,,,,,,,,,
A11AHHHHH0268,리프레쉬플러스점안액0.5%(1회용),,,,,,,,,
A11AOOOOO7807,리프릴크림,,,,,,,,,
A11AMMMMM2149,리헤파캡슐,,,,,,,,,
A11A1760B0253,리헬정,,,,,,,,,
A11A0200A0238,릴렉시아정,,,,,,,,,
A11A0200A0263,릴렉시아정250mg,,,,,,,,,
2021100700003,마그로지연질캡슐,,,,,,,,,
2022010300007,마그메타연질캡슐,,,,,,,,,
2020022500002,마그보나연질캡슐,,,,,,,,,
2020033100017,마그온맥스연질캡슐,,,,,,,,,
2022011700003,마그큐연질캡슐,,,,,,,,,
2022022400009,마그포스맥스연질캡슐,,,,,,,,,
2018100500005,마그포스액티브플러스연질캡슐,,,,,,,,,
A11A3300A0166,마기스캅셀(수출용),,,,,,,,,
A11AKP08G3731,마네신크림,,,,,,,,,
2017101900006,마네카인크림9.6%,,,,,,,,,
2017090700003,마레오키즈시럽,,,,,,,,,
A11AKP08D0128,마로비벤에이주사,,,,,,,,,
2015113000002,마룬정(수출용),,,,,,,,,
2013013100008,마마신골드크림,,,,,,,,,
A11AKP08G1147,마메이드정,,,,,,,,,
A11AKP08A0070,마미송에프크림,,,,,,,,,
2016112800002,마미즈시럽,,,,,,,,,
2018012200011,마비렛정,,,,,,,,,
A11ACCCCC0364,마야칼식주50,,,,,,,,,
A11A2070A0200,마오릭스정,,,,,,,,,
A11A2070B0119,마오릭스정250mg,,,,,,,,,
2010111500011,마이어스콕골드정,,,,,,,,,
A11ABBBBB0576,마이오스타트주사,,,,,,,,,
A11AKP08A0274,마이카민주사50mg,,,,,,,,,
2009091800152,마이큐텐연질캡슐,,,,,,,,,
A11AKP08G4903,마이킨주(수출용),,,,,,,,,
2009071502995,마이킨주500mg(수출용),,,,,,,,,
2022082400003,마이톡톡퓨어점안액(1회용),,,,,,,,,
2009091800227,마이헤모정,,,,,,,,,
A11A0650B0002,마카나캡슐(수출용),마카나캡슐,I006000,카페인 주의,,카페인 ,,,카페인,
A11A1260A0210,마카린주사액250mg,,,,,,,,,
2015020200007,마카이드주,,,,,,,,,
A11ACCCCC0537,마케인헤비주사20mg,,,,,,,,,
2022053100007,마크롱연질캡슐,,,,,,,,,
A11AGGGGA3923,마토크주,,,,,,,,,
2019090900151,마파람과립,,,,,,,,,
2012110200004,매일비타존골드정,,,,,,,,,
2010101400003,매일큐텐정,,,,,,,,,
pygk5nk0pe369,매크란연질캡슐,,,,,,,,,
A11AKP08G3871,맥덴타에프캡슐,,,,,,,,,
2019041800093,맥세비카정10/40mg,,,,,,,,,
2019070300010,맥세비카정5/20mg,,,,,,,,,
2019041600113,맥세비카정5/40mg,,,,,,,,,
2015032400014,맥스릴리프점안액(수출용),,,,,,,,,
A11AKP08F0454,맥스카인9.6%겔,,,,,,,,,
2017010400022,맥스콜드연질캡슐,,,,,,,,,
2018080200008,맥스클리어점안액(1회용)(0.5mL),,,,,,,,,
2017051100025,맥스클리어점안액(1회용)(0.88mL),,,,,,,,,
2017051100026,맥스클리어점안액(1회용)(0.8mL),,,,,,,,,
2023073100009,맥스클리어점안액1.0%(1회용),,,,,,,,,
2016012900007,맥시라민에이정,,,,,,,,,
2014112800023,맨담듀오임팩카타플라스마,,,,,,,,,
2018103100002,맨담록소펜카타플라스마,,,,,,,,,
A11AKP08F1131,맨담케토쿨카타플라스마,맨담케토쿨카타플라스마,I005081,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
2020052700049,머카나정0.5mg,,,,,,,,,
2020101600009,멀티브큐골드정,,,,,,,,,
2017022200015,멀티큐텐골드정,,,,,,,,,
2020072200005,멀티큐텐에이치티정,,,,,,,,,
2015062500009,멀티펜카타플라스마,,,,,,,,,
2023031600001,메가센타액,,,,,,,,,
2019122000008,메가카르베정12.5mg,,,,,,,,,
2019122000007,메가카르베정25mg,,,,,,,,,
A11A3550A0198,메가쿨카타플라스마,,,,,,,,,
A11AKP07L0280,메가헤로큐빈캡슐,,,,,,,,,
2013071600007,메가헤프에스캡슐(수출용),,,,,,,,,
2013071600006,메가헤프캡슐(수출용),,,,,,,,,
2013043000002,메노펜정(수출용),,,,,,,,,
A11AOOOOO0032,메다몰정250mg(수출용),,,,,,,,,
A11AOOOOO0035,메다몰정500mg(수출용),,,,,,,,,
2011123000008,메디루카건조시럽4mg,,,,,,,,,
2011093000036,메디루카건조시럽5mg,,,,,,,,,
A11AKP08K0011,메디루카정10mg,,,,,,,,,
2019031300018,메디몬트정10mg,,,,,,,,,
A11AMMMMM2717,메디카네틸마이신황산염주100mg(수출용),,,,,,,,,
A11A1000B0056,메디카디클로페낙주,메디카디클로페낙주,I005981,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
2014070900002,메디카라니티딘염산염주(수출용),,,,,,,,,
A11AOOOOO3029,메디카레바시드정,,,,,,,,,
A11A1000A0082,메디카리소짐염산염정90mg(수출용),,,,,,,,,
2018041100007,메디카메토카르바몰주,,,,,,,,,
2021072000003,메디카미녹시딜정,,,,,,,,,
2018051600002,메디카반코마이신염산염주1g,,,,,,,,,
2018051600001,메디카반코마이신염산염주500mg,,,,,,,,,
2021122300001,메디카방풍통성산정,,,,,,,,,
A11A1000B0008,메디카베타메타손인산나트륨주,,,,,,,,,
A11A1000A0228,메디카세파클러캡슐250mg,,,,,,,,,
2018042600001,메디카세포탁심주1g,,,,,,,,,
2018042700013,메디카세프트리악손주1g,,,,,,,,,
2018042700014,메디카세프트리악손주2g,,,,,,,,,
2015111100009,메디카피라세탐정800mg(수출용),,,,,,,,,
2022123000015,메디콜캡슐,,,,,,,,,
2009071505554,메디파프쿨카타플라스마,,,,,,,,,
2013022700077,메로카정,,,,,,,,,
A11AOOOOO0478,메르칸정(수출용),,,,,,,,,
A11AMMMMM2310,메바카주(수출용),,,,,,,,,
A11A0560A0384,메박신주,,,,,,,,,
A11A2050A0153,메이신주,,,,,,,,,
A11AGGGGA3546,메이에스정(수출용),메이에스정,I001081,섬유질 ,섬유질 ,,섬유질,,,
A11A0920A0273,메이킨에스정(수출용),메이킨에스정,I001081,섬유질 ,섬유질 ,,섬유질,,,
A11AOOOOO0761,메조나카주사110mg,,,,,,,,,
A11AOOOOO7002,메조카주사,,,,,,,,,
A11AKP08G4936,메조카틴주,메조카틴주,I006336,고단백 주의,,단백질 ,,,단백질,
A11AKP08G5168,메조카펜주(수출용),,,,,,,,,
A11AKP08G1109,메조카핀주,,,,,,,,,
A11AKP08G1114,메조칼린주(수출용),메조칼린주,I006336,고단백 주의,,단백질 ,,,단백질,
A11AOOOOO5775,메카론캡슐,메카론캡슐,I002100,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
2016111100001,메카민주,,,,,,,,,
2009091800299,메카바액,,,,,,,,,
A11A0860A0171,메카인정,,,,,,,,,
2019100100042,메카페넴주1g,,,,,,,,,
2019100100041,메카페넴주500mg,,,,,,,,,
2011030200003,메카펨주1g,,,,,,,,,
A11AKP08L0001,메카펨주500mg,,,,,,,,,
A11AGGGGA1287,메칸주(수출용),,,,,,,,,
2018080800009,메토비스정500mg(수출용),,,,,,,,,
2018080800008,메토비스정750mg(수출용),,,,,,,,,
A11AJJJJJ0389,메토정,,,,,,,,,
A11A2040B0029,메토카주사,,,,,,,,,
2019102200005,메트롤주,,,,,,,,,
A11AGGGGA0591,메트몰주(10mL),,,,,,,,,
A11A2780B0090,메트몰주(5mL),,,,,,,,,
A11A0030A0247,메티솔카인주,,,,,,,,,
A11APPPPP0987,메프친스윙헬러,메프친스윙헬러,I003284,"인삼, 마황, 감초뿌리 복용에 주의",,"인삼, 마황   ",,,,"인삼, 마황"
A11A4270A0003,메프친정,메프친정,I003284,"인삼, 마황, 감초뿌리 복용에 주의",,"인삼, 마황   ",,,,"인삼, 마황"
A11A4270A0004,메프친정25μg,,,,,,,,,
2016120100042,메피롤씨시럽2%,,,,,,,,,
2016120100043,메피롤씨시럽5%,,,,,,,,,
A11ADDDDD0111,멘자펜정,멘자펜정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
2009071503724,멘타덤카타플라스마(수출용),,,,,,,,,
2009071503795,멘타쿨카타플라스마(수출용),,,,,,,,,
2019080700007,멜로카엠캡슐,,,,,,,,,
2020010800007,멜로콤정,,,,,,,,,
2019042500097,멜록시카캡슐7.5mg,,,,,,,,,
A11AOOOOO6116,멜리카캡슐,멜리카캡슐,I002100,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
A11AKP08F1438,명랑에스산,명랑에스산,I002817,비타민 C 주의,,비타민C ,,,비타민C,
A11A3180A0108,명문메토카르바몰1g주사,,,,,,,,,
A11A3180A0080,명문메토카르바몰정,,,,,,,,,
2011071500004,명문메토카르바몰정500mg(수출용),,,,,,,,,
A11AKP08G4567,명문비페닐디메칠디카르복실레이트캡슐,,,,,,,,,
2012121700001,명문아미카신황산염주사500mg(수출용),,,,,,,,,
2015043000001,명문엔테카비르정0.5mg,,,,,,,,,
2015043000002,명문엔테카비르정1mg,,,,,,,,,
A11A3180A0281,명문염산부피바카인0.5%주,,,,,,,,,
A11A3180B0011,명문염산부피바카인주0.25%,,,,,,,,,
A11A3180B0015,명문염산부피바카인헤비주사0.5%,,,,,,,,,
A11A0920A0276,명인날카리신정50mg,,,,,,,,,
A11A0920A0234,명인아미카신주250mg(수출용),,,,,,,,,
A11A0920A0235,명인아미카신주500mg(수출용),,,,,,,,,
2012080600002,명인엔타카폰정200mg,,,,,,,,,
2016062200032,모네카정10mg,,,,,,,,,
2016062200031,모네카츄정4mg,,,,,,,,,
2016062200030,모네카츄정5mg,,,,,,,,,
2015111700024,모노루카세립4mg,,,,,,,,,
2015032400007,모노루카정10mg,,,,,,,,,
2015101200008,모노루카츄정4mg,,,,,,,,,
2015092400009,모노루카츄정5mg,,,,,,,,,
2020052800016,모노카정10mg,,,,,,,,,
2011033100001,모놀레어세립4mg,,,,,,,,,
A11AKP09D0018,모놀레어정10mg,,,,,,,,,
2009112700002,모놀레어츄정4mg,,,,,,,,,
A11AKP09F0057,모놀레어츄정5mg,,,,,,,,,
2019112200003,모누칸정10mg,,,,,,,,,
2020092100006,모닝듀점안액(1회용),,,,,,,,,
2023052400001,모드나정,,,,,,,,,
