,dcode,dname
8439,2017013100005,세다큐코프연질캡슐
8440,2020101500009,세라카인스프레이
8441,A11ABBBBB1295,세레타이드100디스커스
8442,A11AJJJJJ0034,세레타이드125에보할러
8443,2018032700007,세레타이드250디스커스(28dose)
8444,A11ABBBBB1296,세레타이드250디스커스(60dose)
8445,A11AJJJJJ0035,세레타이드250에보할러
8446,A11ABBBBB1297,세레타이드500디스커스
8447,A11AJJJJJ0036,세레타이드50에보할러
8448,A11AKP09D0079,세로카바정
8449,2017030200001,세로카바정20mg
8450,2018040200032,세로카바정5mg
8451,2011120100014,세로카펜세립
8452,2011093000008,세로카펜정100mg
8453,2010070700004,세롤탑연질캡슐
8454,nqapt9vprvtou,세롬진파프카타플라스마
8455,22gpeuzld5py2,세리펙에스정
8456,2012091400005,세비카에이치씨티정10/40/12.5mg
8457,2012091400006,세비카에이치씨티정10/40/25mg
8458,2012091400007,세비카에이치씨티정5/20/12.5mg
8459,2012091400003,세비카에이치씨티정5/40/12.5mg
8460,2012091400004,세비카에이치씨티정5/40/25mg
8461,2010072000004,세비카정10/40mg
8462,A11AKP08G3122,세비카정5/20mg
8463,2010072000003,세비카정5/40mg
8464,A11A1270B0003,세카론정
8465,2019110100024,세카리손SR정
8466,2011093000006,세파목스정100mg
8467,2018120300058,세파콜에프캡슐
8468,2011093000002,세프렌정100mg
8469,2012081400008,세프카주
8470,2011093000024,세프피보정100mg
8471,2017082100003,센리카정150mg
8472,2017082100004,센리카정75mg
8473,2020030200003,센리카캡슐50mg
8474,2023030200001,센스온액티브업연질캡슐
8475,2020060100028,센스온액티브연질캡슐
8476,A11APPPPP0521,센시덴탈캡슐
8477,A11APPPPP2738,센코프캡슐
8478,2015100500008,센티렉스실버어드밴스정
8479,2015100500009,센티렉스어드밴스정
8480,h9q6t0epwz36a,셀가톤연질캡슐
8481,A11APPPPP2416,셀라텐연질캡슐
8482,2011100400020,셀레몬에스연질캡슐
8483,A11AKP08L0229,셀레몬에프연질캡슐
8484,A11APPPPP2183,셀레몬연질캡슐
8485,2015073100012,셀레비카정10/40mg
8486,2015073100010,셀레비카정5/20mg
8487,2015073100011,셀레비카정5/40mg
8488,2011062900005,셀레진연질캡슐
8489,A11AKP08E0089,셀레칸연질캡슐
8490,2010061000005,셀레톤연질캡슐
8491,2010122000008,셀레톱연질캡슐
8492,2010031600059,셀레트론연질캡슐
8493,2009122200009,셀레트론플러스연질캡슐
8494,2014123000004,셀렉카정200mg
8495,2009082800005,셀렘비타연질캡슐
8496,2023042800002,셀론점안액(1회용)
8497,2016060800018,셀룬정
8498,qnwpezbga26vb,셀베탑연질캡슐
8499,A11APPPPP2116,셀보렉스큐연질캡슐
8500,xo7opbewy13j2,셀비라연질캡슐
8501,A11AKP08A0382,셀비타연질캡슐
8502,2009091800265,셀씨큐연질캡슐
8503,2011081700003,셀카로틴에프연질캡슐
8504,2009090700283,셀카로틴연질캡슐
8505,2013020600004,셀카롤정(수출용)
8506,2017102600010,셀카민정
8507,2016033100005,셀칼콘정
8508,A11AKP08K0098,셀큐탑연질캡슐
8509,gd6h9rynffift,셀크페롤연질캡슐
8510,A11AOOOOO9473,셀타골드에스연질캡슐
8511,nwa9j1qhk5z82,셀타골드연질캡슐
8512,A11A2240B0003,셀타롤연질캡슐
8513,A11AKP08F0198,셀탑연질캡슐
8514,2009091800087,셀탑플러스연질캡슐
8515,A11A0360A0241,셀트리온헤파디프300캡슐(수출용)
8516,A11ABBBBB2572,셀트리온헤파디프캡슐(수출용)
8517,A11AKP07L0416,셀티베타연질캡슐
8518,A11AOOOOO0569,셉타네스트주1/100000
8519,A11AOOOOO0570,셉타네스트주1/200000
8520,2018030200013,소보민시럽
8521,vx93racnz1xl7,소부쿨캡슐(수출용)
8522,A11AOOOOO1885,소브딘캡슐(수출용)
8523,2016120500076,소아용뮤코론시럽
8524,2012092800002,소아용세파목스세립
8525,A11AOOOOO8350,소아용후로목스세립
8526,A11A0120A0505,속청액
8527,2021052600005,속청케어액
8528,hdvdmh8le5ksa,속콜골드뉴캡슐(수출용)
8529,2014072100007,속콜기가연질캡슐
8530,2023032200003,속콜시럽
8531,2011060700003,속콜코프엘연질캡슐
8532,A11AKP08G2537,속콜큐어캡슐
8533,2009071505947,속콜크린연질캡슐
8534,2021051200003,속콜펜정
8535,2011060700005,속콜플러스연질캡슐
8536,2014072800057,솔리드정
8537,2016062700039,솔리카정10mg
8538,2016062700040,솔리카정5mg
8539,A11A0930A0148,솔박타액
8540,A11AMMMMM1087,솔카트비산(650g)
8541,A11AOOOOO0827,솔카트비산(760g)
8542,2016010500010,솔콘정
8543,2018081300002,솔트스틱액
8544,A11ADDDDD0038,솔트액
8545,2019091900111,솔표위청수에이액
8546,2015122400009,수카현탁액(수출용)
8547,2019061800007,수프리정
8548,2013090300003,쉘론정
8549,2016081900005,슈가린정
8550,2012080100013,슈가펜에스정
8551,2016033100019,슈리머정
8552,2017052300005,슈베카정12.5mg
8553,2017052300006,슈베카정6.25mg
8554,A11APPPPP1293,슈카민정
8555,2019121600008,슈페젠정
8556,2009071504510,슈프라멀트플러스연질캡슐(수출용)
8557,2009091800111,슈프렉스캡슐(수출용)
8558,2020120400002,스리핀에스정
8559,2018070300002,스리핀정
8560,A11AKP08D0091,스카가드겔
8561,A11AKP08G0655,스카덤겔
8562,2019053100012,스카덤클리어겔
8563,2016061300016,스카드비정
8564,A11AOOOOO3285,스카드정
8565,A11AKP08G0646,스카디펜겔
8566,A11AKP09F0003,스카딘정
8567,2020042800017,스카딘투엑스정
8568,A11AOOOOO5744,스카렉스정
8569,A11APPPPP1469,스카로신캡슐
8570,A11AOOOOO9496,스카리스겔(수출용)
8571,A11AKP08D0092,스카린겔
8572,A11AOOOOO9490,스카무버겔
8573,A11AKP08D0090,스카베오겔
8574,A11AKP08D0079,스카벡스겔
8575,2023111600001,스카이리치주
8576,2023111600002,스카이리치카트리지주
8577,2019120400001,스카이리치프리필드시린지주
8578,2022042500005,스카이리치프리필드시린지주150mg/mL
8579,2022042500006,스카이리치프리필드펜주150mg/mL
8580,A11AJJJJJ0710,스카이정
8581,2022051300002,스카이타이포이드멀티주(수출용)
8582,A11AOOOOO9489,스카제로겔
8583,A11AKP08D0086,스카커버겔
8584,2009082800043,스카크린겔
8585,A11AOOOOO6141,스카테론정
8586,A11AKP08G4857,스카테리드정(수출용)
8587,2011071400001,스카풀라정
8588,A11AKP08G0649,스카힐겔
8589,2019091900088,스카힐골드겔
8590,A11AMMMMM1392,스칸도네스트3%주
8591,2014020600003,스킨앤쿨액
8592,2015070800010,스킨카인크림10.56%(수출용)
8593,2014072800071,스킨카인크림9.6%(수출용)
8594,A11AOOOOO4880,스타레보필름코팅정100/25/200mg
8595,2009120800015,스타레보필름코팅정125/31.25/200mg
8596,A11AOOOOO5482,스타레보필름코팅정150/37.5/200mg
8597,A11AKP08G3747,스타레보필름코팅정200/50/200mg
8598,A11AOOOOO4881,스타레보필름코팅정50/12.5/200mg
8599,2009120800004,스타레보필름코팅정75/18.75/200mg
8600,2017031600007,스텐카정1mg
8601,2009071505515,스티닐캡슐(수출용)
8602,2023111700003,스파맥에스정
8603,A11AOOOOO2592,스포라틴정
8604,2019121800017,스피롱액
8605,2018020600005,슬라드린정
8606,A11AGGGGA5959,슬렌콘정250mg
8607,2012092600010,슬렌페드씨정
8608,2018041900003,슬리마정(수출용)
8609,2015112300002,슬리칸정
8610,2020020400012,슬림미니정
8611,2015050100052,슬림에스정
8612,2020030600009,슬림제이정
8613,A11ABBBBB1325,시네메트씨알정
8614,A11ABBBBB1326,시네메트정
8615,A11ABBBBB1327,시네메트정25/100
8616,A11AKP08L0287,시네크캡슐
8617,A11ALLLLL0128,시노카엔캡슐
8618,2015122100006,시노카자일로나잘스프레이액0.05%
8619,2015122100005,시노카자일로나잘스프레이액0.1%
8620,2015122100008,시노카피리줄렌목스프레이액
8621,2012062500007,시리카캡슐150mg
8622,2019092700004,시리카캡슐300mg
8623,2012062500005,시리카캡슐75mg
8624,2020060900011,시어스테그프리미움겔9.6%
8625,2016081100002,시카포스겔
8626,A11AGGGGA2535,시카플루이드점안겔
8627,2015070100002,시크린뷰점안액
8628,2016081700003,시크린원점안액
8629,2015020600012,시클로원스네일라카
8630,2012100400020,신도톱쿨점안액
8631,A11APPPPP2298,신신냉파프카타플라스마
8632,2009112700011,신신네오핫카타플라스마(수출용)
8633,2019122700011,신신디펜쿨하이드로카타플라스마
8634,2018041200008,신신리도카인카타플라스마4%(수출용)
8635,A11AKP08G3266,신신리도페인카타플라스마
8636,2009071503162,신신멘타카타플라스마(수출용)
8637,A11AKP08F1140,신신멘토렉스카타플라스마(수출용)
8638,A11A1090A0039,신신카타파프
8639,A11AKP08B0108,신신파스아렉스마일드카타플라스마
8640,2021010400006,신일멀티엔정
8641,A11A2070B0035,신일황산아미카신주사액250mg
8642,A11A2070B0036,신일황산아미카신주사액500mg
8643,2021101800004,신카인겔
8644,2016081100009,신폴에이점안액
8645,A11ACCCCC0137,신풍아미카신황산염주사액250mg
8646,A11ACCCCC0119,신풍아미카신황산염주사액500mg
8647,2011051600002,신한방화콜캡슐
8648,2020031200004,실로필정
8649,A11APPPPP1630,실리카바연질캡슐
8650,2016021100006,실비도정
8651,2019102300028,실케이드크림(20g)
8652,A11AGGGGA2897,실케이드크림(450g)
8653,A11A3180A0395,실콘정
8654,2016062800030,싱규루카세립4mg
8655,2016062700009,싱규루카정10mg
8656,2016062700002,싱규루카츄정4mg
8657,2016062700003,싱규루카츄정5mg
8658,2019051000097,싱귤다운세립4mg
8659,2013052800009,싱귤다운정10mg
8660,2015060300058,싱귤다운츄정4mg
8661,2015060300057,싱귤다운츄정5mg
8662,2019042500090,싱귤라세립4mg
8663,2016011300010,싱귤라정10mg
8664,2016011300012,싱귤라츄정4mg
8665,2016011300011,싱귤라츄정5mg
8666,2012122100003,싱귤레스정10mg
8667,A11AOOOOO1889,싱귤레어세립4mg
8668,A11ADDDDD0796,싱귤레어정10mg
8669,A11AHHHHH0379,싱귤레어츄정4mg
8670,A11ADDDDD0797,싱귤레어츄정5mg
8671,2023111600005,싱귤레진정
8672,2011020100010,싱귤로드속붕정4mg
8673,2009120700001,싱귤로드속붕정5mg
8674,A11AKP09F0075,싱귤로드정10mg
8675,2015040200006,싱귤리엔정10mg
8676,2015040100057,싱귤리엔츄정4mg
8677,2015040200005,싱귤리엔츄정5mg
8678,2023103100013,싱귤리엔플러스정
8679,2011020100011,싱귤맥스속붕정4mg
8680,2009120700003,싱귤맥스속붕정5mg
8681,A11AKP09E0038,싱귤맥스정10mg
8682,2012103000008,싱귤몬정10mg
8683,2012100400007,싱귤몬츄정4mg
8684,2012100400009,싱귤몬츄정5mg
8685,2013021300005,싱귤스타정10mg
8686,2012112300003,싱귤스타츄정4mg
8687,2012112300004,싱귤스타츄정5mg
8688,2019080100019,싱글패스정
8689,2012041700002,싱카루스츄정4mg
8690,2012041700003,싱카루스츄정5mg
8691,2010110100004,싱카스트세립4mg
8692,A11AKP09F0069,싱카스트정10mg
8693,2009113000012,싱카스트츄정4mg
8694,2009113000002,싱카스트츄정5mg
8695,2019112600004,싱클레어정10mg
8696,2012040200008,싸이젠리퀴드카트리지주5.83mg/mL
8697,2012040200009,싸이젠리퀴드카트리지주8mg/mL
8698,A11A1130A0056,싸이크로카푸론주사액500mg
8699,A11AMMMMM1800,싸이크로카프론주사1g
8700,2014012900020,싸이트로핀에이카트리지주10mg(30IU)
8701,2021071200002,싸이트로핀에이카트리지주15mg(45IU)
8702,2014012900019,싸이트로핀에이카트리지주5mg
8703,2022071100003,싹코프정
8704,2022071100004,싹콜드정
8705,A11AKP07L0400,싼테롤크림
8706,A11AKP09A0023,써머쿨크림
8707,2019112900011,써모젠정
8708,2012080100014,써모펜에스정
8709,2023030200002,써버쿨겔
8710,A11A3550A0319,써버쿨액
8711,2022122100002,써버쿨이지겔
8712,2018111500006,써클브이연질캡슐
8713,2018120300060,썬더겔9.6%
8714,A11AOOOOO7590,썬리듬캡슐25mg
8715,A11AOOOOO7591,썬리듬캡슐50mg
8716,2015033100003,썬카정20mg
8717,2015033100002,썬카정5mg
8718,2009101400002,쎄로타민연질캡슐
8719,2020100500001,쎈콜연질캡슐
8720,2011122000001,쎈타력액
8721,2010082500009,쎌민에프연질캡슐
8722,6hyred0wfaldh,쎌베린큐연질캡슐
8723,A11APPPPP2732,쎌업연질캡슐
8724,A11APPPPP1971,쎌톤연질캡슐
8725,A11AMMMMM2190,쓰리엠스테리가스EO카트리지
8726,2012051400005,씨데카론에스점안액
8727,2009071505192,씨브이에스페인패드카타플라스마(수출용)
8728,2021120100002,씨스타점안액(1회용)
8729,2023051900002,씨스타포르테점안액1%(1회용)
8730,2016012500008,씨앤피정
8731,A11A6270B0015,씨엔정100mg(수출용)
8732,A11A6270B0014,씨엔정50mg(수출용)
8733,2009110300008,씨엔큐플러스연질캡슐
8734,2015072000006,씨엔테구강용해필름0.5mg
8735,2015072000007,씨엔테구강용해필름1mg
8736,2023072000003,씨엠씨프리점안액1.0%(1회용)
8737,2023082400007,씨엠지룩스플러스점안액1.0%(1회용)
8738,2019080700026,씨엠지몬테루카정10mg
8739,2019080700039,씨엠지몬테루카츄정4mg
8740,2019080700038,씨엠지몬테루카츄정5mg
8741,A11AGGGGA2955,씨엠지카르두스마리아누스엑스정100mg(수출용)
8742,2014112800054,씨엠지프리미움크림
8743,2022041200014,씨이엔브이정
8744,A11APPPPP2587,씨콜드노즈정
8745,A11APPPPP2571,씨콜드정
8746,A11AKP08G3950,씨콜드플러스노즈정
8747,A11AKP08G3951,씨콜드플러스정
8748,A11AKP08G3952,씨콜드플러스코프정
8749,2009090700184,씨토비큐정
8750,2019110500006,씨투스건조시럽(0.5g)
8751,2010080200004,씨투스건조시럽(0.7g)
8752,2019110500008,씨투스건조시럽(100g)
8753,2019110500007,씨투스건조시럽(1g)
8754,2016032200010,씨투스정50mg
8755,2011113000006,씨투스현탁정100mg
8756,2011090100009,씨투스현탁정140mg
8757,2011113000005,씨투스현탁정50mg
8758,2011090100008,씨투스현탁정70mg
8759,2019041200007,씨트리카캡슐150mg
8760,2019041200006,씨트리카캡슐75mg
8761,A11A0260B0154,아겔레스브이연질캡슐
8762,A11AOOOOO7566,아나딥정10mg
8763,2011110100008,아나리카캡슐150mg
8764,2011110100009,아나리카캡슐75mg
8765,A11AKP08G1187,아나신크림
8766,2020080600004,아나프리스프레이
8767,2017101200006,아너린정
8768,A11A0860A0259,아네스크림
8769,2017010200010,아네카인크림
8770,A11AMMMMM2853,아네톤정
8771,2020012200013,아노펜정
8772,2016120100015,아뉴이티100엘립타
8773,2016120100016,아뉴이티200엘립타
8774,2013042900011,아드린정
8775,2023010900013,아디카브정30/2.5mg
8776,2023010900046,아디카브정60/2.5mg
8777,2023010900022,아디카브정60/5mg
8778,2020030300028,아디칸주사액250mg
8779,A11ABBBBB2452,아디칸주사액250mg
8780,A11A5070A0054,아디칸주사액500mg
8781,A11AOOOOO7453,아로나민아이정
8782,2019062500012,아로나민케어디엠정
8783,2019040500024,아로나민케어리피정
8784,2019062500049,아로나민케어에이치티정
8785,2019041200022,아로나민케어콤플렉스정
8786,2009071505841,아로마에프캡슐
8787,2013122400010,아로세틴정
8788,2019122600002,아루카세립4mg
8789,2019092600020,아루카정10mg
8790,2019091900017,아루카츄정4mg
8791,2019100400007,아루카츄정5mg
8792,2009071503840,아루칸정(수출용)
8793,2017050200041,아르닉정
8794,2017052200005,아르닌정
8795,A11AGGGGA3930,아르베카주
8796,2021021500005,아메론캡슐
8797,2016042900003,아모넬네일라카
8798,2016021500005,아모롤네일라카
8799,2016032200007,아모릴네일라카
8800,2018032100006,아모세릴네일라카
8801,2018042700004,아모스겔
8802,2019010700061,아몰비카에이치씨티정10/40/12.5mg
8803,2019010700060,아몰비카에이치씨티정5/20/12.5mg
8804,2019010700059,아몰비카에이치씨티정5/40/12.5mg
8805,2014101600018,아몰비카정10/40mg
8806,2014101600019,아몰비카정5/20mg
8807,2014101600017,아몰비카정5/40mg
8808,A11AEEEEE0497,아무로스프레이
8809,A11AKP08G2894,아물리액
8810,A11A0350A0414,아미노젠정500mg(수출용)
8811,A11A1330A0118,아미맥스정
8812,A11AKP08I0030,아미신주500mg(수출용)
8813,A11AKP09D0045,아미젠정(수출용)
8814,2012062700003,아미카본정
8815,2014060500006,아미카본주
8816,2009071505055,아미카주250mg(바이알)(수출용)
8817,2009071505037,아미카주500mg(바이알)(수출용)
8818,2016120500002,아미카진주250mg
8819,A11A0930A0130,아미킨주100mg
8820,A11AKP08G3696,아미킨주200mg
8821,A11A0930A0131,아미킨주250mg
8822,A11A0930A0132,아미킨주500mg
8823,2009071504425,아미테정(수출용)
8824,A11A1590A0165,아미푸렉스정500mg(수출용)
8825,A11A0720A0390,아믹탐주사액250mg
8826,A11A0720A0391,아믹탐주사액500mg
8827,2009071502680,아민톤연질캡슐(수출용)
8828,A11AKP08G2622,아바미스나잘스프레이
8829,2016042500017,아세드린정
8830,2013052900006,아세린정
8831,2017062100011,아세릴네일라카
8832,2019102400041,아세인산
8833,A11AOOOOO4927,아세카틴정
8834,2022121200002,아세페린정
8835,2018111300005,아슈펜정
8836,1t5mg3zfju3c9,아스노캡슐
8837,2011110100046,아스루카세립4mg
8838,2010101900004,아스루카정10mg
8839,2011070100002,아스루카츄정4mg
8840,2011070100003,아스루카츄정5mg
8841,2009090300017,아스몬정10mg
8842,2009092300014,아스몬츄정4mg
8843,2009092300002,아스몬츄정5mg
8844,2019062500011,아스카딘정
8845,2014072100024,아스카신주
8846,2012122800002,아스케어정10mg
8847,2017103100020,아스케어츄정4mg
8848,2012122800001,아스케어츄정5mg
8849,A11A1260A0081,아스코마캡슐(수출용)
8850,A11AOOOOO9407,아스콘에이캡슐
8851,A11ADDDDD0722,아스크롱캡슐(수출용)
8852,A11AGGGGA3981,아스토신에스정(수출용)
8853,A11AOOOOO2999,아스틸정
8854,2015021700024,아슬렌정
8855,2009091800312,아시카바크림
8856,2015022600019,아시카정
8857,2018111300012,아시카투엑스정
8858,2015032400005,아웃가드겔
8859,A11ALLLLL0136,아웃콜에프캡슐
8860,2011063000011,아웃콜코정
8861,A11AKP08F0851,아이덴캡슐(수출용)
8862,2023071900004,아이렌정
8863,A11AKP08G3924,아이룩스포르테연질캡슐
8864,2019102800003,아이리카정75mg
8865,2019053100117,아이리카캡슐150mg
8866,2019110800003,아이리카캡슐75mg
8867,2021012000007,아이미루40이엑스마일드점안액
8868,2019061000026,아이봉마일드세안액
8869,2015112000013,아이봉씨세안액
8870,2019061000025,아이봉쿨세안액
8871,2016102400005,아이수점안액
8872,2023080300001,아이엠씨점안액1%(1회용)
8873,2013061700008,아이오덴트오랄겔(수출용)
8874,A11AKP08G0903,아이오도좁연고
8875,2023103100005,아이오쿨수점안액0.5%(1회용)
8876,2023103100016,아이오쿨수점안액1.0%(1회용)
8877,A11AKP08G0565,아이월드유티카과립(인진호탕)
8878,2019031401833,아이카민정
8879,A11APPPPP1596,아이케어점안액
8880,A11AKP08B0161,아이큐텐연질캡슐
8881,2009071505545,아이클리어점안액
8882,2009082700005,아이톡씨엠씨점안액(1회용)
8883,2023073100008,아이톡씨엠씨점안액1%(1회용)
8884,2011082300001,아이투오미니점안액(1회용)
8885,2021071400007,아이투오민트점안액(1회용)
8886,2018022700011,아이티카정90mg
8887,2020031200003,아이파프케어팝카타플라스마
8888,2022122100006,아이플클리어점안액
8889,A11AHHHHH0224,아이필점안액
8890,A11APPPPP2868,아인쿨점안액
8891,A11A0560A0604,아주아미카신황산염주사250mg
8892,2011010300013,아주아미카신황산염주사250mg(바이알)(수출용)
8893,A11A0560A0605,아주아미카신황산염주사500mg
8894,A11A0120A0607,아카데아민주
8895,2020050400037,아카브정120/40mg
8896,2020050400036,아카브정30/10mg
8897,2020050400035,아카브정30/20mg
8898,2023030200010,아카브정30/40mg
8899,2020050400034,아카브정60/10mg
8900,2020050400033,아카브정60/20mg
8901,2023030200009,아카브정60/40mg
8902,2019021500071,아카에정
8903,2019081900011,아카쿨엠점안액
8904,A11AOOOOO2053,아카타제정(수출용)
8905,2013013000053,아카펜에스정
8906,2020041300012,아카펜정
8907,2018091800004,아케인겔(수출용)
8908,2013022700031,아케인크림
8909,2016030400001,아케인크림10.56%(수출용)
8910,2019120600017,아크스카클리어겔
8911,2009071505536,아토미겔
8912,2009121700002,아토믹스큐플러스연질캡슐
8913,A11ADDDDD0492,아토톱크림
8914,A11A1840B0026,아트락트정
8915,A11AOOOOO7500,아트레톨씨알정
8916,2009071505630,아페독스주500mg(수출용)
8917,2014033100014,아페린씨정
8918,A11AOOOOO5338,아페린정
8919,A11AKP08L0339,아페스정
8920,2021050700002,아페인큐정
8921,2018071600012,아포니카에어로솔
8922,A11AOOOOO3350,아피톱크림
8923,2009071503549,악모딤정(수출용)
8924,2013041000004,악사노바액티브카타플라스마(수출용)
8925,2021040100006,악사노바파워카타플라스마(수출용)
8926,2023041900004,악사노바파워플러스카타플라스마(수출용)
8927,A11APPPPP1396,안국카르베딜롤정12.5mg
8928,A11AOOOOO2259,안국카르베딜롤정25mg
8929,2018020100014,안국티카그렐러정60mg
8930,2018020100015,안국티카그렐러정90mg
8931,A11A0490A0008,안나카주사액10%(수출용)
8932,A11AGGGGA4323,안나카주사액20%(수출용)
8933,A11ABBBBB1392,안드리올테스토캡스연질캡슐
8934,A11AKP08F0825,안소바캡슐(수출용)
8935,2015010900005,안타빌정0.5mg
8936,2015010900004,안타빌정1mg
8937,2021042100006,안티노쎌연질캡슐
8938,A11APPPPP1547,안티노을연질캡슐
8939,56yllpb0zoymy,안티센크림
8940,2018050400001,안티팡크림
8941,2018101900003,안티푸라민케토카타플라스마
8942,2011121200011,안티푸라민쿨카타플라스마
8943,2010111500012,안티푸라민파프카타플라스마
8944,2016110300001,안티푸라민하이드로24카타플라스마
8945,2020032500006,알기나제정
8946,2020081000001,알기온정
8947,2022123000014,알듀카정30/2.5mg
8948,2022123000013,알듀카정60/2.5mg
8949,2014112500018,알러몬트정10mg
8950,2014112500019,알러몬트츄정4mg
8951,2014112500020,알러몬트츄정5mg
8952,2019022200083,알룬슬림정
8953,2009071505526,알룬정
8954,2023032200001,알리코리도카인크림10.56%(수출용)
8955,2016052400024,알리크루드정0.5mg
8956,2016052400023,알리크루드정1mg
8957,2014072200004,알메드정
8958,A11AOOOOO4231,알베롤정
8959,A11APPPPP1404,알보젠카베디롤정12.5mg
8960,A11AOOOOO0231,알보젠카베디롤정25mg
8961,2011092800009,알보젠카보플라틴주
8962,A11A0480A0278,알부나민정500mg(수출용)
8963,2011041100001,알부엔큐연질캡슐
8964,2020062300007,알스라인정
8965,2016042500011,알엠케이프리미엄겔
8966,2018091000003,알자나정
8967,2013101400009,알카메이트정
8968,2020112400004,알카메틸정
8969,2020041300009,알카본정
8970,2021090700005,알카본플러스정
8971,A11ABBBBB0579,알카인0.5%점안액
8972,2009071502602,알카코지나멀티비타민연질캡슐(수출용)
8973,2010040100048,알카타민포르테플러스정
8974,2014030300017,알카파워정
8975,2020121600001,알카펜네이잘에이연질캡슐(수출용)
8976,A11AOOOOO5570,알카펜네이잘연질캡슐
8977,2021012600008,알카펜스피드연질캡슐(수출용)
8978,2014022500021,알카펜코프연질캡슐(수출용)
8979,2017101300002,알카포네연질캡슐
8980,2016080100039,알카포네정
8981,A11AOOOOO6554,알파디롤정
8982,A11AOOOOO6975,알파셀연질캡슐(수출용)
8983,A11AOOOOO5534,알파스카정
8984,2016022400013,알파콜에프캡슐
8985,2023010900069,암디카브큐정30/2.5mg
8986,2023010900052,암디카브큐정60/2.5mg
8987,2023010900031,암디카브큐정60/5mg
8988,2019010700085,암로비카에이치씨티정10/40/12.5mg
8989,2019010700084,암로비카에이치씨티정5/20/12.5mg
8990,2019010700083,암로비카에이치씨티정5/40/12.5mg
8991,A11A2240B0035,암타나정(수출용)
8992,A11AKP08F1048,애니클렌액
8993,2011102600013,애리카캡슐150mg
8994,2011102600012,애리카캡슐75mg
8995,2011110100014,애스몬테세립4mg
8996,2012060700013,애스몬테속붕정4mg
8997,2012060700014,애스몬테속붕정5mg
8998,A11AKP09F0056,애스몬테정10mg
8999,2019090900037,애스몬테츄정4mg
9000,2019090900038,애스몬테츄정5mg
9001,2017011300004,애피단정
9002,A11AKP08G0715,애피드라주카트리지
9003,2016102700003,액트에어설하정유지치료단계
9004,2016102700004,액트에어설하정초기치료단계
9005,2009071505556,액티브슬림정
9006,2017071100020,앤티팻정
9007,2020051900014,앰겔러티100mg/mL프리필드시린지주
9008,2019090900019,앰겔러티120mg/mL프리필드시린지주
9009,2019090900020,앰겔러티120mg/mL프리필드펜주
9010,2020122800010,어택트라흡입용캡슐150/160μg
9011,2020122800011,어택트라흡입용캡슐150/320μg
9012,2020122800009,어택트라흡입용캡슐150/80μg
9013,A11AIIIII0030,에너골드액
9014,2017102700005,에너라민파워액
9015,2020122800013,에너제어흡입용캡슐150/50/160μg
9016,2020122800012,에너제어흡입용캡슐150/50/80μg
9017,A11AKP08G0143,에너큐텐연질캡슐
9018,A11AGGGGA1243,에라이신건조시럽5%
9019,2021090900005,에레스정
9020,A11AOOOOO7699,에르카핀정
9021,2018050400004,에르틴정
9022,2022101100001,에리카정
9023,2019112700014,에모젠정
9024,2014040200001,에모펜씨정
9025,2021111500007,에소비카정20/800mg
9026,2021020900010,에소카보정20/600mg
9027,2021020900011,에소카보정40/600mg
9028,2021020900012,에소카정20/600mg
9029,2021020900013,에소카정40/600mg
9030,2017012600009,에스룬정
9031,2016071800008,에스릴네일라카
9032,A11AOOOOO5963,에스밀주
9033,2012022100001,에스씨크림
9034,2017042700002,에스엠겔10.56%(수출용)
9035,2017050200002,에스엠겔5%(수출용)
9036,A11AEEEEE0514,에스엠겔9.6%
9037,2019052200082,에스엠리도크림10.56%(수출용)
9038,2015050100035,에스엠크림10.56%(수출용)
9039,A11AKP08K0231,에스엠크림9.6%
9040,2009092300069,에스카론정100mg(수출용)
9041,2009092300070,에스카론정200mg(수출용)
9042,2011111400056,에스카민시럽
9043,2015050100053,에스카민정
9044,2023010900003,에스카브정30/2.5mg
9045,2023010900004,에스카브정60/2.5mg
9046,2023010900002,에스카브정60/5mg
9047,2019012500091,에스카에이치씨티정10/40/12.5mg
9048,2019012500092,에스카에이치씨티정5/20/12.5mg
9049,2019032200038,에스카에이치씨티정5/40/12.5mg
9050,2016030300007,에스카인크림10.56%(수출용)
9051,2019091900091,에스카정10/40mg
9052,2019041600042,에스카정5/20mg
9053,2019041600043,에스카정5/40mg
9054,A11APPPPP0321,에스케이코스카플러스에프정
9055,A11APPPPP0305,에스케이코스카플러스정
9056,2009092300007,에스케이코스카플러스프로정
9057,A11AOOOOO8095,에스케이헤모원캡슐
9058,2009071504398,에스피아이연질캡슐(수출용)
9059,A11ACCCCC0103,에어로민캡슐
9060,2014091500008,에어플루잘포스피로100
9061,2014030300010,에어플루잘포스피로250
9062,2014030300009,에어플루잘포스피로500
9063,2019012800005,에이메이드정
9064,awg28l2hf06f3,에이셀연질캡슐
9065,2020070800003,에이엠카인크림10.56%(수출용)
9066,A11AKP08K0219,에이올정
9067,2018013000009,에이카민정
9068,2023020100002,에이프레쉬점안액(1회용)
9069,A11AKP08G4644,에이프로젠아미카프정
9070,2009071504316,에이프로젠유비데카레논정10mg(수출용)
9071,2009071504315,에이프로젠유비데카레논정5mg(수출용)
9072,A11A0260A0350,에이프로젠황산아미카신주250mg
9073,2020072800087,에치카민시럽(500mL/병)
9074,2020051800008,에치카민시럽(9mL/포)
9075,A11AJJJJJ0713,에치탑캡슐
9076,2010081900011,에카렉스현탁액(수출용)
9077,2012091000004,에카린에이정
