Unnamed: 0,dcode,dname,extracted,ingd_code,merged_contents,권장,주의,권장영양소,권장식재료,주의영양소,주의식재료
12295,A11AKP08G4879,디워렌정,디워렌정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
12300,2.02E+12,디큐펜맥스연질캡슐,디큐펜맥스연질캡슐,I002817,비타민 C 주의,,비타민C ,,,비타민C,
12308,2.02E+12,디클로라주,디클로라주,I007312,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
12309,jazf5p41id7si,디클로플렉스플라스타,디클로플렉스플라스타,I005979,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
12312,A11AMMMMM0742,디페인플라스타,디페인플라스타,I005979,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
12315,2.02E+12,디펜스코연질캡슐,디펜스코연질캡슐,I003385,카페인 주의,,카페인 ,,,카페인,
12315,2.02E+12,디펜스코연질캡슐,디펜스코연질캡슐,I002817,비타민 C 주의,,비타민C ,,,비타민C,
12316,A11AGGGGA1275,디펜코정,디펜코정,I003385,카페인 주의,,카페인 ,,,카페인,
12316,A11AGGGGA1275,디펜코정,디펜코정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
12317,A11AKP08F1223,디펜크린플라스타,디펜크린플라스타,I005979,"카페인 주의 마늘, 생강, 인삼, 은행엽 섭취 주의",,"카페인, 마늘, 생강, 인삼   ",,,카페인,"마늘, 생강, 인삼"
12352,A11AOOOOO9152,라노졸정15mg,라노졸정,I005114,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B  칼슘 ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12355,2.02E+12,라노펜세미정,라노펜세미정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
12356,A11AKP08G3085,라노펜정,라노펜정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
12357,A11AOOOOO6136,라노프라정(수출용),라노프라정,I005114,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B  칼슘 ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12358,2.02E+12,라니단정150mg,라니단정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12360,2.02E+12,라니돈정150mg,라니돈정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12362,2.02E+12,라니드로정,라니드로정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12363,A11AKKKKK0445,라니드정,라니드정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12364,2.01E+12,라니딘정75mg,라니딘정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12365,A11APPPPP2707,라니라민정,라니라민정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12366,2.01E+12,라니린에스정,라니린에스정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
12367,A11AJJJJJ0698,라니몬정,라니몬정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12368,2.02E+12,라니무스디정,라니무스디정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12369,2.02E+12,라니벤정,라니벤정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12370,2.02E+12,라니비스디정,라니비스디정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12371,2.01E+12,라니비스정,라니비스정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12372,2.01E+12,라니비트정,라니비트정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12373,2.01E+12,라니빅에스정,라니빅에스정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12374,A11AOOOOO3664,라니빅정150mg,라니빅정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12377,2.01E+12,라니센정,라니센정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12378,A11ABBBBB0456,라니스정,라니스정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12379,2.01E+12,라니스카정150mg,라니스카정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12381,2.02E+12,라니온정,라니온정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12382,A11A0340A0286,라니원정,라니원정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12383,2.02E+12,라니젠디정,라니젠디정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12384,2.01E+12,라니젠정,라니젠정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12385,2.02E+12,라니진정75mg,라니진정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12386,2.02E+12,라니코스정150mg,라니코스정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12387,2.01E+12,라니킴정,라니킴정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12389,2.01E+12,라니킹정,라니킹정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12391,A11A2040B0045,라니탁정,라니탁정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12392,A11A2040B0074,라니탁주,라니탁주,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12393,A11A2060B0067,라니탄정,라니탄정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12394,2.02E+12,라니탑정,라니탑정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12395,2.02E+12,라니트디정,라니트디정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12398,2.02E+12,라니트정,라니트정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12399,A11AOOOOO3164,라니티드정,라니티드정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12400,2.01E+12,라니티란골드정,라니티란골드정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12401,A11AKP08F0197,라니티스정,라니티스정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12402,2.01E+12,라니티엠정,라니티엠정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12404,2.02E+12,라니티온정150mg,라니티온정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12405,2.02E+12,라니티젠정150mg,라니티젠정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12406,A11AKP08F0322,라니포스정,라니포스정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12407,A11A2070B0056,라닉스정150mg,라닉스정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12409,vjiz7ittlvkb3,라도바정10mg,라도바정,I004369,자몽주스 주의,,자몽 ,,,,자몽
12412,2.02E+12,라도젯정10/10mg,라도젯정,I004369,자몽주스 주의,,자몽 ,,,,자몽
12417,2.02E+12,라두배딘정,라두배딘정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12418,2.02E+12,라듀엣정5/10mg,라듀엣정,I012151,자몽주스 주의,,자몽 ,,,,자몽
12420,A11A1291A0422,라디넥스정(수출용),라디넥스정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12422,2.01E+12,라디틴정,라디틴정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12423,A11A1291A0198,라딘정,라딘정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12425,2.01E+12,라딘큐정,라딘큐정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12429,2.02E+12,라라비스정,라라비스정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12432,2.02E+12,라로듀오정,라로듀오정,I003468,"칼슘, 비타민 D 섭취 ","칼슘, 비타민D,",,"칼슘, 비타민D",,,
12433,2.02E+12,라로베정45mg,라로베정,I003468,"칼슘, 비타민 D 섭취 ","칼슘, 비타민D,",,"칼슘, 비타민D",,,
12434,2.02E+12,라로본플러스정,라로본플러스정,I003468,"칼슘, 비타민 D 섭취 ","칼슘, 비타민D,",,"칼슘, 비타민D",,,
12435,2.02E+12,라로펜정,라로펜정,I003468,"칼슘, 비타민 D 섭취 ","칼슘, 비타민D,",,"칼슘, 비타민D",,,
12436,2.02E+12,라록수펜정,라록수펜정,I003468,"칼슘, 비타민 D 섭취 ","칼슘, 비타민D,",,"칼슘, 비타민D",,,
12437,2.02E+12,라록스타정,라록스타정,I003468,"칼슘, 비타민 D 섭취 ","칼슘, 비타민D,",,"칼슘, 비타민D",,,
12438,2.01E+12,라록스펜정60mg,라록스펜정,I003468,"칼슘, 비타민 D 섭취 ","칼슘, 비타민D,",,"칼슘, 비타민D",,,
12439,2.02E+12,라록시본정,라록시본정,I003468,"칼슘, 비타민 D 섭취 ","칼슘, 비타민D,",,"칼슘, 비타민D",,,
12440,2.02E+12,라록시정,라록시정,I003468,"칼슘, 비타민 D 섭취 ","칼슘, 비타민D,",,"칼슘, 비타민D",,,
12441,A11APPPPP1077,라록시퀸정,라록시퀸정,I003468,"칼슘, 비타민 D 섭취 ","칼슘, 비타민D,",,"칼슘, 비타민D",,,
12446,A11ABBBBB0673,라마틴정,라마틴정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12447,A11AOOOOO6258,라메릴정,라메릴정,I003471,칼륨 주의,,칼륨 ,,,칼륨,
12449,A11A2140A0224,라메졸캡슐20mg,라메졸캡슐,I002684,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B  칼슘 ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12450,A11A2070B0120,라모겔정,라모겔정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12455,2.02E+12,라모실린정625mg,라모실린정,I003203,고지방 주의,,지방 ,,,지방,
12463,2.02E+12,라모크린네오시럽(14:1),라모크린네오시럽,I003203,고지방 주의,,지방 ,,,지방,
12464,A11AJJJJJ0269,라모크린듀오건조시럽(7:1),라모크린듀오건조시럽,I003203,고지방 주의,,지방 ,,,지방,
12465,2.02E+12,라모크린정375mg,라모크린정,I003203,고지방 주의,,지방 ,,,지방,
12473,A11AOOOOO5462,라미릴정,라미릴정,I003471,칼륨 주의,,칼륨 ,,,칼륨,
12475,A11A3180B0070,라미신정,라미신정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12479,A11AOOOOO6254,라미테릴캡슐,라미테릴캡슐,I003471,칼륨 주의,,칼륨 ,,,칼륨,
12509,2.02E+12,라보니디정,라보니디정,I003468,"칼슘, 비타민 D 섭취 ","칼슘, 비타민D,",,"칼슘, 비타민D",,,
12510,2.02E+12,라보니정45mg,라보니정,I003468,"칼슘, 비타민 D 섭취 ","칼슘, 비타민D,",,"칼슘, 비타민D",,,
12515,A11APPPPP0750,라보펜정,라보펜정,I005866,"카페인 주의 마늘, 생강은 과량 섭취에 주의",,"카페인,마늘, 생강",,,카페인,"마늘, 생강"
12516,2.02E+12,라본디캡슐,라본디캡슐,I003468,"칼슘, 비타민 D 섭취 ","칼슘, 비타민D,",,"칼슘, 비타민D",,,
12519,2.02E+12,라비수디정,라비수디정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12520,2.01E+12,라비수정,라비수정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12521,2.02E+12,라비스디정,라비스디정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12522,2.02E+12,라비스정,라비스정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12523,2.02E+12,라비스칸정,라비스칸정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12524,2.02E+12,라비스큐디정,라비스큐디정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12525,2.02E+12,라비스큐어정,라비스큐어정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12526,2.02E+12,라비스타정,라비스타정,I003468,"칼슘, 비타민 D 섭취 ","칼슘, 비타민D,",,"칼슘, 비타민D",,,
12530,2.02E+12,라비에스정,라비에스정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12531,2.02E+12,라비원디정,라비원디정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12532,2.01E+12,라비원정,라비원정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12534,2.02E+12,라비크라디정,라비크라디정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12535,A11AOOOOO1171,라비크라정(수출용),라비크라정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12537,2.02E+12,라비트디정,라비트디정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12538,2.01E+12,라비트라정,라비트라정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12539,2.02E+12,라비트에이정,라비트에이정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12540,2.02E+12,라사갈린정0.5mg,라사갈린정,I012611,과량의 티라민 섭취 주의 카페인 주의 인삼 복용 주의,,"티라민, 카페인,인삼  ",,,카페인,"치즈, 요거트, 커피, 소시지, 초콜릿, 인삼"
12542,2.02E+12,라사길정0.5mg,라사길정,I012611,과량의 티라민 섭취 주의 카페인 주의 인삼 복용 주의,,"티라민, 카페인,인삼  ",,,카페인,"치즈, 요거트, 커피, 소시지, 초콜릿, 인삼"
12544,2.02E+12,라사렉트정,라사렉트정,I012611,과량의 티라민 섭취 주의 카페인 주의 인삼 복용 주의,,"티라민, 카페인,인삼  ",,,카페인,"치즈, 요거트, 커피, 소시지, 초콜릿, 인삼"
12548,2.02E+12,라사린정0.5mg,라사린정,I012611,과량의 티라민 섭취 주의 카페인 주의 인삼 복용 주의,,"티라민, 카페인,인삼  ",,,카페인,"치즈, 요거트, 커피, 소시지, 초콜릿, 인삼"
12550,2.02E+12,라사민정,라사민정,I012611,과량의 티라민 섭취 주의 카페인 주의 인삼 복용 주의,,"티라민, 카페인,인삼  ",,,카페인,"치즈, 요거트, 커피, 소시지, 초콜릿, 인삼"
12552,2.02E+12,라사원정0.5mg,라사원정,I012611,과량의 티라민 섭취 주의 카페인 주의 인삼 복용 주의,,"티라민, 카페인,인삼  ",,,카페인,"치즈, 요거트, 커피, 소시지, 초콜릿, 인삼"
12554,2.02E+12,라사질트정0.5mg,라사질트정,I012611,과량의 티라민 섭취 주의 카페인 주의 인삼 복용 주의,,"티라민, 카페인,인삼  ",,,카페인,"치즈, 요거트, 커피, 소시지, 초콜릿, 인삼"
12556,2.02E+12,라사트정0.5mg,라사트정,I012611,과량의 티라민 섭취 주의 카페인 주의 인삼 복용 주의,,"티라민, 카페인,인삼  ",,,카페인,"치즈, 요거트, 커피, 소시지, 초콜릿, 인삼"
12558,2.02E+12,라사핀정0.5mg,라사핀정,I012611,과량의 티라민 섭취 주의 카페인 주의 인삼 복용 주의,,"티라민, 카페인,인삼  ",,,카페인,"치즈, 요거트, 커피, 소시지, 초콜릿, 인삼"
12563,2.02E+12,라세틴엠디정,라세틴엠디정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12564,2.01E+12,라세틴엠정,라세틴엠정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12567,A11AOOOOO4281,라소놀캡슐(수출용),라소놀캡슐,I005114,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B  칼슘 ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12568,A11AOOOOO3340,라소니드연고,라소니드연고,I000148,자몽주스 주의,,자몽 ,,,,자몽
12569,A11AOOOOO4478,라소니드점비액,라소니드점비액,I000148,자몽주스 주의,,자몽 ,,,,자몽
12570,2.02E+12,라슈트정,라슈트정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12571,2.02E+12,라스졸캡슐15mg,라스졸캡슐,I005114,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B  칼슘 ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12575,A11AMMMMM0817,라스텟트에스캡슐25mg,라스텟트에스캡슐,I001371,자몽주스 주의,,자몽 ,,,,자몽
12576,A11A0150A0475,라스텟트주,라스텟트주,I001371,자몽주스 주의,,자몽 ,,,,자몽
12581,2.01E+12,라시딘정150mg,라시딘정,I003478,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12582,2.02E+12,라시렉트정0.5mg,라시렉트정,I012611,과량의 티라민 섭취 주의 카페인 주의 인삼 복용 주의,,"티라민, 카페인,인삼  ",,,카페인,"치즈, 요거트, 커피, 소시지, 초콜릿, 인삼"
12585,2.02E+12,라시펜정60mg,라시펜정,I003468,"칼슘, 비타민 D 섭취 ","칼슘, 비타민D,",,"칼슘, 비타민D",,,
12587,A11A0740A0095,라식스정,라식스정,I001640,"녹차, 아스파라거스 추출물, 민들레 등 천연 이뇨제 주의 칼륨, 마그네슘 섭취 , 칼슘,나트륨 섭취 주의","칼륨, 마그네슘  ","녹차, 아스파라거스, 천연 이뇨제 , 칼슘, 나트륨  ","칼륨, 마그네슘",,"칼슘, 나트륨","녹차, 아스파라거스, 토마토, 수박, 오이, 비트, 당근, 포도, 양상추, 가지, 셀러리, 오트밀, 파슬리"
12588,A11A0740A0096,라식스주사,라식스주사,I001640,"녹차, 아스파라거스 추출물, 민들레 등 천연 이뇨제 주의 칼륨, 마그네슘 섭취 , 칼슘,나트륨 섭취 주의","칼륨, 마그네슘  ","녹차, 아스파라거스, 천연 이뇨제 , 칼슘, 나트륨  ","칼륨, 마그네슘",,"칼슘, 나트륨","녹차, 아스파라거스, 토마토, 수박, 오이, 비트, 당근, 포도, 양상추, 가지, 셀러리, 오트밀, 파슬리"
12592,A11AJJJJJ0684,라이록사신정,라이록사신정,I001852,카페인 주의,,카페인 ,,,카페인,
12593,2.01E+12,라이리넬오로스서방정10mg,라이리넬오로스서방정,I002766,"마늘, 멜라토닌 주의 녹차, 아스파라거스 추출물, 민들레 등 천연 이뇨제 주의",,"마늘, 피스타치오, 아몬드, 녹차, 아스파라거스, 천연 이뇨제 ",,,,"마늘, 피스타치오, 아몬드, 녹차, 아스파라거스, 토마토, 수박, 오이, 비트, 당근, 포도, 양상추, 가지, 셀러리, 오트밀, 파슬리"
12605,2.02E+12,라이트글리메포정1/250mg,라이트글리메포정,I001710,"고탄수화물 식품 섭취 주의 녹차, 아스파라거스 추출물, 민들레 등 천연 이뇨제 주의",,"탄수화물,녹차, 아스파라거스, 천연 이뇨제 ",,,탄수화물,"녹차, 아스파라거스, 토마토, 수박, 오이, 비트, 당근, 포도, 양상추, 가지, 셀러리, 오트밀, 파슬리"
12605,2.02E+12,라이트글리메포정1/250mg,라이트글리메포정,I002178,"고탄수화물 식품 섭취 주의 녹차, 아스파라거스 추출물, 민들레 등 천연 이뇨제 주의 비타민 B ",비타민B ,"탄수화물, 아스파라거스, 천연 이뇨제 ",비타민B,,탄수화물,"아스파라거스, 토마토, 수박, 오이, 비트, 당근, 포도, 양상추, 가지, 셀러리, 오트밀, 파슬리"
12611,2.02E+12,라이트레보점안액,라이트레보점안액,I001852,카페인 주의,,카페인 ,,,카페인,
12613,2.02E+12,라이트레보플록사신정250mg,라이트레보플록사신정,I001852,카페인 주의,,카페인 ,,,카페인,
12627,2.02E+12,라이트셋서방정,라이트셋서방정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
12628,2.02E+12,라이트셋세미서방정,라이트셋세미서방정,I002817,비타민 C 주의,,비타민C ,,,비타민C,
12630,2.02E+12,라이트슬림정120mg,라이트슬림정,I002704,"지방을 함유하는 식사해야함 고지방 주의 비타민 A,D,E,K ","비타민D, 비타민A, 비타민 E, 비타민K  ",지방 ,"비타민D, 비타민A, 비타민 E, 비타민K",,지방,
12632,2.02E+12,라이트시메티딘정200mg,라이트시메티딘정,I004695,"카페인 주의 마늘, 양파 등 자극성이 강한 식품은 섭취에 주의 비타민 B ",비타민B ,"카페인,마늘, 양파",비타민B,,카페인,"마늘, 양파"
12633,2.02E+12,라이트시프로점이현탁액,라이트시프로점이현탁액,I000494,카페인 주의,,카페인 ,,,카페인,
